     0 	                    0

     6 	                  325

   496 	                  475

   986 	                  525

  1476 	                  575

  1978 	                  625

  2467 	                  675

  2968 	                  725

  3468 	                  775

  3942 	                  825

  4428 	                  875

  4938 	                  925

  5422 	                  975

  5892 	                 1025

  6374 	                 1075

  6866 	                 1125

  7357 	                 1175

  7821 	                 1225

  8321 	                 1275

  8781 	                 1325

  9253 	                 1375

  9734 	                 1425

 10201 	                 1475

 10677 	                 1525

 11151 	                 1575

 11610 	                 1625

 12067 	                 1675

 12522 	                 1725

 12985 	                 1775

 13422 	                 1825

 13879 	                 1875

 14332 	                 1925

 14760 	                 1975

 15196 	                 2025

 15650 	                 2075

 16079 	                 2125

 16504 	                 2175

 16915 	                 2225

 17354 	                 2275

 17768 	                 2325

 18188 	                 2375

 18594 	                 2425

 18995 	                 2475

 19392 	                 2525

 19795 	                 2575

 20183 	                 2625

 20557 	                 2675

 20956 	                 2725

 21330 	                 2775

 21700 	                 2825

 22055 	                 2875

 22434 	                 2925

 22788 	                 2975

 23138 	                 3025

 23491 	                 3075

 23821 	                 3125

 24155 	                 3175

 24500 	                 3225

 24815 	                 3275

 25140 	                 3325

 25452 	                 3375

 25757 	                 3425

 26065 	                 3475

 26359 	                 3525

 26647 	                 3575

 26936 	                 3625

 27212 	                 3675

 27482 	                 3725

 27753 	                 3775

 28010 	                 3825

 28261 	                 3875

 28506 	                 3925

 28751 	                 3975

 28982 	                 4025

 29219 	                 4075

 29438 	                 4125

 29644 	                 4175

 29850 	                 4225

 30058 	                 4275

 30250 	                 4325

 30440 	                 4375

 30609 	                 4425

 30789 	                 4475

 30953 	                 4525

 31106 	                 4575

 31264 	                 4625

 31408 	                 4675

 31544 	                 4725

 31673 	                 4775

 31798 	                 4825

 31912 	                 4875

 32020 	                 4925

 32123 	                 4975

 32214 	                 5025

 32302 	                 5075

 32380 	                 5125

 32455 	                 5175

 32517 	                 5225

 32574 	                 5275

 32624 	                 5325

 32665 	                 5375

 32702 	                 5425

 32729 	                 5475

 32748 	                 5525

 32761 	                 5575

 32766 	                 5625

 32763 	                 5675

 32753 	                 5725

 32737 	                 5775

 32712 	                 5825

 32679 	                 5875

 32639 	                 5925

 32592 	                 5975

 32538 	                 6025

 32474 	                 6075

 32407 	                 6125

 32331 	                 6175

 32248 	                 6225

 32152 	                 6275

 32057 	                 6325

 31952 	                 6375

 31834 	                 6425

 31714 	                 6475

 31587 	                 6525

 31454 	                 6575

 31313 	                 6625

 31161 	                 6675

 31010 	                 6725

 30840 	                 6775

 30675 	                 6825

 30491 	                 6875

 30313 	                 6925

 30123 	                 6975

 29927 	                 7025

 29713 	                 7075

 29504 	                 7125

 29287 	                 7175

 29064 	                 7225

 28829 	                 7275

 28599 	                 7325

 28350 	                 7375

 28095 	                 7425

 27839 	                 7475

 27571 	                 7525

 27310 	                 7575

 27029 	                 7625

 26756 	                 7675

 26463 	                 7725

 26171 	                 7775

 25873 	                 7825

 25554 	                 7875

 25253 	                 7925

 24937 	                 7975

 24609 	                 8025

 24274 	                 8075

 23950 	                 8125

 23596 	                 8175

 23262 	                 8225

 22914 	                 8275

 22552 	                 8325

 22185 	                 8375

 21822 	                 8425

 21454 	                 8475

 21081 	                 8525

 20704 	                 8575

 20322 	                 8625

 19915 	                 8675

 19524 	                 8725

 19118 	                 8775

 18738 	                 8825

 18324 	                 8875

 17905 	                 8925

 17493 	                 8975

 17076 	                 9025

 16656 	                 9075

 16221 	                 9125

 15794 	                 9175

 15340 	                 9225

 14917 	                 9275

 14479 	                 9325

 14038 	                 9375

 13570 	                 9425

 13134 	                 9475

 12672 	                 9525

 12207 	                 9575

 11763 	                 9625

 11293 	                 9675

 10819 	                 9725

 10368 	                 9775

  9902 	                 9825

  9409 	                 9875

  8939 	                 9925

  8478 	                 9975

  7992 	                10025

  7516 	                10075

  7038 	                10125

  6546 	                10175

  6065 	                10225

  5583 	                10275

  5087 	                10325

  4603 	                10375

